"X1" "X2" "X3" "X5" "Y"
"1" 0.41746298275072 0.607790632223794 0.406676890409343 0.481636925347811 0.301029995663981
"2" 0.20921996641734 0.579165960795457 0.521646809012623 0.248412060564239 0.477121254719662
"3" 0.38849030682339 0.566973971113016 0.458487672525657 0.187368163459796 0.397940008672037
"4" 0.23248359029156 0.258234101503371 0.493028193936535 0.409636179201671 0.397940008672037
"5" 0.62021065486185 0.049839061364346 0.493098973693524 0.241337445968868 0.602059991327962
"6" 1 0.399854636071022 0.523723015217648 0.257042368692832 0.977723605288848
"7" 0.40354144405434 0.171349097486734 0.377185324997051 0.183694645297953 0.477121254719662
"8" 0.53036177682797 0.14637491871096 0.476748849828949 0.531933904907958 0.740362689494244
"9" 0.2038772706457 0.391313139041145 0.613542526837324 0.539401681081457 0.698970004336019
"10" 0.26576095252633 0.4016252343037 0.419605992686092 0.565913628332867 0.301029995663981
"11" 0.53747519462677 0.79010213728694 0.512563406865636 0.560461222631919 0.397940008672037
"12" 0.23213249885514 0.6010197334266 0.536628524242067 0.583119343520125 0.602059991327962
"13" 0.71088383452908 0.45780347452579 0.0956706381974756 0.504996336108948 0.176091259055681
"14" 0.18852083651351 0.500336085775646 0.528252919664976 0.31294049764346 0.477121254719662
"15" 0.20995267898031 0.386143429386466 0.220762062050253 0.632828098476141 0.477121254719662
"16" 0.3542970538849 0.412210570034263 0.621281113601511 0.392697729774831 0.602059991327962
"17" 0.42024118455198 0.486154905486124 0.352837088592663 0.145424839556955 0.397940008672037
"18" 0.08609372614868 0.273278721671793 0.421493452872479 0.345519983598138 0.477121254719662
"19" 0.10834987024882 0.238003377252185 0.546537690220597 0.557172122080271 0.397940008672037
"20" 0.18667379026103 0.532430911147664 0.478589123510676 0.368847612151366 0.845098040014257
"21" 0.68223172034804 0.535742585619902 0.323581455703669 0.0172680334333114 0.602059991327962
"22" 0.79392459166539 0.653405395952764 0.787471983012859 0.623591759124667 1
"23" 0.74385589986262 0.145637169447342 0.350595729621328 0.591587414372377 0.544068044350276
"24" 0.32608762021065 0.154287962664424 0.390822224843695 0.446723716150193 0.176091259055681
"25" 0.50499160433522 0.822071272043677 0.585466556564823 0.732385359765017 0.397940008672037
"26" 0.46420393833003 0.599713643989528 0.496637961542999 0.46267642837086 0.397940008672037
"27" 0.68223172034804 0.485225887894902 0.543069482128111 0.647259823985065 0.602059991327962
"28" 0.15768584948863 0.651044598309187 0.436829066886871 0.592639741975282 0.740362689494244
"29" 0.59514577927034 0.536698927257923 0.584876725256577 0.604126237576584 0.698970004336019
"30" 0.3329873301786 0.164933411297946 0.308906452754512 0.499197930845484 0.397940008672037
"31" 0.31077698061365 0.480307559470786 0.49217883685266 0.57456204826631 0.477121254719662
"32" 0.06360860937261 0.421943395504648 0.476041052259053 0.088118354893216 0.397940008672037
"33" 0.88771179972523 0.624463765581537 0.448743659313436 0.921144365858745 0.8750612633917
"34" 0.76414287894978 0.408964473274348 0.125752034918013 0.766372087131817 0.397940008672037
"35" 0.08945199206228 0.0829448764679857 0.466415005308481 0.154132958720767 0.397940008672037
"36" 0.41186078461304 0.240757641169687 0.437300931933467 0.524671298138293 0.477121254719662
"37" 0.1734086399023 0.511446043204784 0.11773032912587 0.150878346012974 0.397940008672037
"38" 0.29836666157839 0.133177404106258 0.135094962840628 0.71081632933268 0.397940008672037
"39" 0.57727064570295 0.47732377356016 0.52058511265778 0.580988457699548 0.778151250383643
"40" 0.44744313845214 0.327598926711441 0.297298572608235 0.306516114708831 0.397940008672037
"41" 0.2688139215387 0.0484182109307098 0.467169989383036 0.190859584638814 0.397940008672037
"42" 0.5301480689971 0.485488198744187 0.269081042821753 0.739399268680176 0.477121254719662
"43" 0.26270798351397 0.112247184256978 0.537477881325941 0.547224135525472 0.740362689494244
"44" 0.38406350175546 0.344053467694782 0.260493098973693 0.268947707429706 0.176091259055681
"45" 0.1786902762937 0.0629054205444039 0.473681727026071 0.362746102829707 0.301029995663981
"46" 0.45443443749046 0.110094049369086 0.525303763123747 0.598925233499055 0.740362689494244
"47" 0.54194779422989 0.124231511183733 0.258464079273328 0.329684391160186 0.397940008672037
"48" 0.50606014348954 0.575214903628088 0.553096614368291 0.531503149978175 0.477121254719662
"49" 0.15203785681575 0.274087513457092 0.458676418544296 0.578851966302965 0.301029995663981
"50" 0.55884597771333 0.346255785866911 0.0963784357673705 0.632651925591722 0.397940008672037
"51" 0.29201648603267 0.242495450546209 0.427627698478235 0.543880876497289 0.397940008672037
"52" 0.18729964890856 0.635409778729868 0.413754866108293 0.511994994143706 0.301029995663981
"53" 0.36858494886277 0.420642770876939 0.343918839211985 0.718342541902225 0.653212513775344
"54" 0.16108990993741 0.488832662072582 0.170744367111007 0.352899760992133 0
"55" 0.25127461456266 0.453967178354981 0.470449451456884 0.50140366264854 0.544068044350276
"56" 0.73675774690887 0.486258736863967 0.0906688687035508 0.484832879991458 0.397940008672037
"57" 0.46487559151275 0.115302012689289 0.160552082104519 0.141768717677762 0.397940008672037
"58" 0.30697603419325 0.191803878921685 0.458652825291967 0.921425031914874 0.845098040014257
"59" 0.64493970386201 0.308155135008115 0.503833903503599 0.547224135525472 0.397940008672037
"60" 0.3757288963517 0.806179606424431 0.606299398372065 0.514217253983229 0.477121254719662
"61" 0.44961074645092 0.0993939526419632 0.287719712162321 0.575636654004148 0.301029995663981
"62" 0.10517478247596 0.297537010421392 0.455467736227439 0.517781489168513 0.176091259055681
"63" 0.57975881544802 0.235872101601737 0.445204671463961 0.903407427729545 0.602059991327962
"64" 0.2378262860632 0.726234910295157 0.435177539223781 0.363287467631978 0.397940008672037
"65" 0.46508929934361 0.490597795495902 0.571003892886635 0.371983385667982 0.544068044350276
"66" 0.20012211876049 0.142598735443115 0.446596673351421 0.218810182060961 0.301029995663981
"67" 0.37108838345291 0.47350933662679 0.508882859502183 0.275059496827865 0.301029995663981
"68" 0.36376125782323 0.491854701648733 0.224961660964964 0.512459433957886 0.397940008672037
"69" 0.53549076476874 0.516861669280667 0.208918249380677 0.0625410798123934 0.740362689494244
"70" 0.59120744924439 0.388711889785727 0.477881325940781 0.569167587630575 0.698970004336019
"71" 0.56121202869791 0.300165583723612 0.363689984664385 0.565913628332867 0.544068044350276
